name,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Kia Sportage S,Kia,Sportage,2024,30034,"4 port/direct injection, DOHC, CVVT variable valve contro",4,Gasoline,0,8-Speed Automatic,S,SUV,4,Gray,Gry Lthette,Front-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,44170,24V MPFI DOHC,6,Gasoline,35,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Audi Q5 e Premium 55 TFSI e S line quattro S tronic,Audi,Q5 e,2024,69995,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,12,7-Speed Automatic S tronic,Premium 55 TFSI e S line quattro S tronic,SUV,4,Daytona Gray Pearl,Gray,All-wheel Drive
2024 Volkswagen Jetta 1.4T SE,Volkswagen,Jetta,2024,27554,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,7,8-Speed Automatic with Tiptronic,1.4T SE,Sedan,4,Opal White Pearl,Titan Black,Front-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,45716,"ce 5.6L V-8 gasoline direct injection, DOHC, variable val",8,Gasoline,10,Automatic,SV,Pickup Truck,4,Super Black,Black,Four-wheel Drive
2024 Ford Edge ST-Line,Ford,Edge,2024,42715,16V GDI DOHC Turbo,4,Gasoline,2,8-Speed Automatic,ST-Line,SUV,4,Black,Ebony,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,Hyundai,Santa Cruz,2024,36970,16V PDI DOHC,4,Gasoline,1,8-Speed Automatic,2.5L SEL,Pickup Truck,4,Atlas,Black,All-wheel Drive
2024 Volkswagen Jetta 1.5T SE,Volkswagen,Jetta,2024,26329,16V GDI DOHC Turbo,4,Gasoline,25,8-Speed Automatic,1.5T SE,Sedan,4,Opal White Pearl Effect,Black,Front-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,30101,16V GDI DOHC Turbo,4,Gasoline,2,6-Speed Automatic,1LT,SUV,4,Summit White,Jet Black,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,54899,16V GDI DOHC Turbo Hybrid,4,Hybrid,11,8-Speed Automatic,Base,SUV,4,Silver Zynith,Global Black,Four-wheel Drive
2024 Kia Sportage S,Kia,Sportage,2024,32198,"4 port/direct injection, DOHC, CVVT variable valve contro",4,Gasoline,0,8-Speed Automatic,S,SUV,4,Ebony,Black,All-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,54585,"ce 5.6L V-8 gasoline direct injection, DOHC, variable val",8,Gasoline,10,Automatic,SV,Pickup Truck,4,Glacier White,Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,35999,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Latitude,SUV,4,Metallic,Black,Four-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,36882,16V GDI DOHC Turbo Hybrid,4,Hybrid,11,6-Speed Automatic,SEL Convenience,SUV,4,White Pearl,Gray,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47340,16V MPFI OHV,8,Gasoline,32,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 INFINITI QX50 LUXE,INFINITI,QX50,2024,45055,"o 2L I-4 port/direct injection, DOHC, variable valve cont",4,Gasoline,25,Variable,LUXE,SUV,4,Black Obsidian,Pebble Gray,Front-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,69697,24V DDI OHV Turbo Diesel,6,Diesel,2,Automatic,Big Horn,Pickup Truck,4,White,Black / Diesel Gray,Four-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47785,16V MPFI OHV,8,Gasoline,34,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Jeep Wrangler 4xe Sport S,Jeep,Wrangler 4xe,2024,51083,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,3,8-Speed A/T,Sport S,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,27400,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,15,CVT,SR,SUV,4,Aspen White Tricoat/Super Black,Charcoal,Front-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,52445,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,5,8-Speed Automatic,Base,SUV,4,Deep Crystal Blue Mica,Greige,All-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,34600,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,Blue,SUV,4,White Pearl,Gray,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47165,16V MPFI OHV,8,Gasoline,39,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,34084,DOHC,4,Gasoline,12,8-Speed Automatic,Limited,SUV,4,Hydro Blue Pearlcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,50184,24V MPFI DOHC,6,Gasoline,6,8-Speed Automatic,Limited,SUV,4,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40380,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,4,Phantom Black,Black,All-wheel Drive
2024 Land Rover Discovery Sport Dynamic SE,Land Rover,Discovery Sport,2024,55353,16V GDI DOHC Turbo,4,Gasoline,8,9-Speed Automatic,Dynamic SE,SUV,4,Fuji White,Gray,All-wheel Drive
2024 Mercedes-Benz Sprinter 3500 170 WB High Roof Extended Cargo,Mercedes-Benz,Sprinter 3500,2024,72357,16V DDI DOHC Turbo Diesel,4,Diesel,9,9-Speed Automatic,170 WB High Roof Extended Cargo,Cargo Van,3,Gray White,Black,Rear-wheel Drive
2024 Hyundai Tucson Hybrid Blue,Hyundai,Tucson Hybrid,2024,34492,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,Blue,SUV,4,White Pearl,Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,36000,16V PDI DOHC Turbo,4,Gasoline,10,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,4,Atlas,Black,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,35999,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Latitude,SUV,4,Metallic,Black,Four-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,53160,24V MPFI DOHC,6,Gasoline,6,8-Speed Automatic,Limited,SUV,4,Midnight Sky,Black,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe 4x4,Jeep,Grand Cherokee 4xe,2024,59116,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,3,Automatic,4x4,SUV,4,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive
2024 Jeep Wrangler Rubicon,Jeep,Wrangler,2024,67510,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,10,Automatic,Rubicon,SUV,4,Anvil Clear Coat,Black,Four-wheel Drive
2024 Honda Odyssey Elite,Honda,Odyssey,2024,48187,24V GDI SOHC,6,Gasoline,4,10-Speed Automatic,Elite,Passenger Van,4,Radiant Red Metallic II,Beige,Front-wheel Drive
2024 Volkswagen Jetta 1.5T SE,Volkswagen,Jetta,2024,25923,16V GDI DOHC Turbo,4,Gasoline,25,8-Speed Automatic,1.5T SE,Sedan,4,Opal White Pearl Effect,Black,Front-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,50702,24V MPFI DOHC,6,Gasoline,6,8-Speed Automatic,Limited,SUV,4,Metallic,Black,Four-wheel Drive
2024 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Bright Theme 7 Passenger,Volvo,XC90 Recharge Plug-In Hybrid,2024,75595,16V GDI DOHC Turbo Hybrid,4,Hybrid,6,8-Speed Automatic,T8 Plus Bright Theme 7 Passenger,SUV,4,Bright,Charcoal,All-wheel Drive
2024 Jeep Wrangler 4xe Sport,Jeep,Wrangler 4xe,2024,51845,16V GDI DOHC Turbo Hybrid,4,Hybrid,7,8-Speed Automatic,Sport,SUV,4,Pearlcoat,Black,Four-wheel Drive
2024 Cadillac XT5 Premium Luxury,Cadillac,XT5,2024,60915,24V GDI DOHC,6,Gasoline,31,9-Speed Automatic,Premium Luxury,SUV,4,Silver Metallic,Jet Black,Front-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,71167,24V DDI OHV Turbo Diesel,6,Diesel,9,6-Speed Automatic,Big Horn,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,41975,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,4,Phantom Black,Black,All-wheel Drive
2024 Hyundai Sonata Hybrid SEL,Hyundai,Sonata Hybrid,2024,32520,16V GDI DOHC Hybrid,4,Hybrid,10,6-Speed Automatic,SEL,Sedan,4,Red,Gray,Front-wheel Drive
2023 Kia Sorento SX,Kia,Sorento,2023,48861,"4 port/direct injection, DOHC, variable valve control, in",4,Gasoline,16,Automatic,SX,SUV,4,Wolf Gray,Black,All-wheel Drive
2024 Chevrolet Equinox LS,Chevrolet,Equinox,2024,31537,16V GDI DOHC Turbo,4,Gasoline,11,6-Speed Automatic,LS,SUV,4,Summit White,Medium Ash Gray,All-wheel Drive
2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,2024,47175,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,0,Automatic,Altitude,SUV,4,PAS Baltic Grey Metallic Clear Coat,Global Black,Four-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,51585,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,R/T Plus,SUV,4,8 BALL,Black,All-wheel Drive
2023 Jeep Wagoneer L Series III,Jeep,Wagoneer L,2023,86097,24V GDI DOHC Twin Turbo,6,Gasoline,9711,8-Speed Automatic,Series III,SUV,4,Riverrock Green,Sea Salt,Four-wheel Drive
2024 Nissan Frontier SV,Nissan,Frontier,2024,37946,24V GDI DOHC,6,Gasoline,9,9-Speed Automatic,SV,Pickup Truck,4,Glacier White,Charcoal,Rear-wheel Drive
2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,2024,31301,16V GDI DOHC Turbo,4,Gasoline,2,6-Speed Automatic,1LT,SUV,4,Mosaic Black Metallic,Jet Black,All-wheel Drive
2023 RAM 3500 Tradesman,RAM,3500,2023,63010,16V MPFI OHV,8,Gasoline,95,8-Speed Automatic,Tradesman,Pickup Truck,2,Bright White Clearcoat,Black,Four-wheel Drive
2024 Nissan Titan SV,Nissan,Titan,2024,50030,Unleaded V-8 5.6 L/339,8,Gasoline,1,Automatic,SV,Pickup Truck,4,Gun Metallic,Black,Four-wheel Drive
2024 GMC Savana 2500 Work Van,GMC,Savana 2500,2024,42990,12V GDI OHV,6,Gasoline,0,8-Speed Automatic,Work Van,Cargo Van,3,Summit White,Medium Pewter,Rear-wheel Drive
2024 Chevrolet Equinox RS,Chevrolet,Equinox,2024,32635,16V GDI DOHC Turbo,4,Gasoline,0,6-Speed Automatic,RS,SUV,4,Mosaic Black Metallic,Jet Black,Front-wheel Drive
2023 Nissan Titan SV,Nissan,Titan,2023,46672,"ce 5.6L V-8 gasoline direct injection, DOHC, variable val",8,Gasoline,1,Automatic,SV,Pickup Truck,4,Super Black,Black,Four-wheel Drive
2024 Honda HR-V LX,Honda,HR-V,2024,27450,"gasoline direct injection, DOHC, i-VTEC variable valve co",4,Gasoline,10,Automatic,LX,SUV,4,Deep Ocean Pearl,Nh-731p/Black,All-wheel Drive
2024 Kia Niro Touring,Kia,Niro,2024,34310,"4 gasoline direct injection, DOHC, variable valve control",4,Gasoline,13,6-SPEED AUTOMATIC,Touring,SUV,4,Aurora Black,Medium Gray,Front-wheel Drive
2024 Buick Encore GX Avenir,Buick,Encore GX,2024,36190,12V GDI DOHC Turbo,3,Gasoline,7,9-Speed Automatic,Avenir,SUV,4,Ocean Blue Metallic,Ebony,All-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,57849,DOHC 16V LEV3-SULEV30,4,PHEV Hybrid Fuel,4,Automatic,Premium Plus,SUV,4,Jet Black Mica,Black,All-wheel Drive
2024 Ford Edge SEL,Ford,Edge,2024,44615,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,9,8-Speed Automatic,SEL,SUV,4,Agate Black Metallic,Ebony,All-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,34985,16V PDI DOHC,4,Gasoline,10,8-Speed Automatic,SX,SUV,4,Wolf Gray,Black,Front-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28867,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,10,Automatic,Latitude,SUV,4,Hydro Blue Pearlcoat,Black,Four-wheel Drive
2024 RAM ProMaster 2500 High Roof,RAM,ProMaster 2500,2024,53890,24V MPFI DOHC,6,Gasoline,3,9-Speed Automatic,High Roof,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Kia Sportage EX,Kia,Sportage,2024,31190,16V PDI DOHC,4,Gasoline,10,8-Speed Automatic,EX,SUV,4,Glacial White Pearl,Black,Front-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35364,16V GDI DOHC Turbo Hybrid,4,Hybrid,33,6-Speed Automatic,SEL Convenience,SUV,4,Phantom Black,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Hyundai,Tucson Hybrid,2024,35885,16V GDI DOHC Turbo Hybrid,4,Hybrid,15,6-Speed Automatic,N Line,SUV,4,Black Pearl,Black,All-wheel Drive
2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,2024,85630,24V GDI DOHC Turbo,6,Gasoline,7,9-Speed Automatic,4MATIC,SUV,4,Black,Black,All-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,47530,OHV,6,Gasoline,5,8-Speed Automatic,Laredo,SUV,4,Diamond Black,Global Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium Plus,Mazda,CX-90 PHEV,2024,58399,DOHC 16V LEV3-SULEV30,4,PHEV Hybrid Fuel,4,Automatic,Premium Plus,SUV,4,Rhodium White Premium,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,49632,16V GDI OHV,8,Gasoline,2,Automatic,LT,Pickup Truck,4,Radiant Red,Jet Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,55439,16V GDI DOHC Hybrid,4,Hybrid,0,8-Speed Automatic,Premium,SUV,4,Artisan Red Metallic,Black,All-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,30618,16V GDI DOHC Turbo,4,Gasoline,11,7-Speed DSGA? Automatic w/ 4MO,1.5T SE,SUV,4,Deep Black Pearl Effect,Gray,All-wheel Drive
2023 Dodge Charger SXT,Dodge,Charger,2023,35821,24V MPFI DOHC,6,Gasoline,20,8-Speed Automatic,SXT,Sedan,4,Black,Black,Rear-wheel Drive
2023 Dodge Charger SXT,Dodge,Charger,2023,36083,24V MPFI DOHC,6,Gasoline,20,8-Speed Automatic,SXT,Sedan,4,White,Black,Rear-wheel Drive
2024 Mercedes-Benz GLS 450 4MATIC,Mercedes-Benz,GLS 450,2024,98180,24V GDI DOHC Turbo,6,Gasoline,5,9-Speed Automatic,4MATIC,SUV,4,Polar White,Beige / Black,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,44604,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,R/T Plus,SUV,4,8 BALL,Black,All-wheel Drive
2024 Acura MDX Technology,Acura,MDX,2024,57650,24V GDI SOHC,6,Gasoline,5,10-Speed Automatic,Technology,SUV,4,Gray,,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,32269,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Latitude,SUV,4,Metallic,Black,Four-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,45051,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,R/T Plus,SUV,4,Gray,Black,All-wheel Drive
2024 Land Rover Discovery Sport Dynamic SE,Land Rover,Discovery Sport,2024,57508,16V GDI DOHC Turbo,4,Gasoline,19,9-Speed Automatic,Dynamic SE,SUV,4,Eiger Grey,Gray,All-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,51803,"6 port/direct injection, DOHC, variable valve control, re",6,Gasoline,1,Automatic,Base,Cargo Van,3,Oxford White,Dk Palazzo Gry Fron,Rear-wheel Drive
2024 Acura MDX Technology,Acura,MDX,2024,56800,24V GDI SOHC,6,Gasoline,5,10-Speed Automatic,Technology,SUV,4,Gray,,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,52631,OHV,6,Gasoline,10,8-Speed Automatic,Limited,SUV,4,Metallic,Global Black,Four-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,38500,16V GDI DOHC Turbo,4,Gasoline,8,8-Speed Automatic,Limited,SUV,4,Bright White,,Four-wheel Drive
2024 Chevrolet Trax LT,Chevrolet,Trax,2024,24680,12V GDI DOHC Turbo,3,Gasoline,5,6-Speed Automatic,LT,SUV,4,Cayenne Orange Metallic,Jet Black,Front-wheel Drive
2024 Jeep Wrangler 4xe Rubicon X,Jeep,Wrangler 4xe,2024,54490,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,2,Automatic,Rubicon X,SUV,4,Bikini Pearl Coat,Black,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,80095,oled Turbo Diesel I-6 6.7 L/408,6,Diesel,20,Automatic,Laramie,Pickup Truck,4,Flame Red Clearcoat,Black,Four-wheel Drive
2024 Honda Odyssey Touring,Honda,Odyssey,2024,44350,"6 gasoline direct injection, i-VTEC variable valve contro",6,Gasoline,0,Automatic,Touring,Passenger Van,4,Platinum White Pearl,Black,Front-wheel Drive
2023 RAM ProMaster 3500 High Roof,RAM,ProMaster 3500,2023,66375,"6 DOHC, variable valve control, regular unleaded, engine",6,Gasoline,17,Automatic,High Roof,Cargo Van,3,Bright White Clearcoat,Black,Front-wheel Drive
2024 Chevrolet Silverado 1500 Custom Trail Boss,Chevrolet,Silverado 1500,2024,57635,"5.3L V-8 gasoline direct injection, variable valve contr",8,Gasoline,5,Automatic,Custom Trail Boss,Pickup Truck,4,Summit White,Jet Black,Four-wheel Drive
2023 Chrysler Pacifica Touring L,Chrysler,Pacifica,2023,45300,"6 DOHC, VVT variable valve control, engine with cylinder",6,Gasoline,25,9-Speed 948TE Automatic,Touring L,Minivan,4,Fathom Blue Pearlcoat,Black/Alloy/Black,Front-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28860,16V GDI DOHC Turbo,4,Gasoline,11,8-Speed Automatic,Latitude,SUV,4,Diamond Black,Black,Four-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,34637,16V GDI DOHC Turbo,4,Gasoline,54,9-Speed Automatic,GT,SUV,4,Gray,Black,All-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,50184,24V MPFI DOHC,6,Gasoline,6,8-Speed Automatic,Limited,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,87190,24V GDI DOHC Twin Turbo,6,Gasoline,12,8-Speed Automatic,Series II,SUV,4,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,55399,"TIV-G 2.5L I-4 gasoline direct injection, DOHC, variable",4,Gasoline,2,8-Speed Automatic,Base,SUV,4,Soul Red Crystal Metallic,Griege,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,41391,16V GDI DOHC Turbo Hybrid,4,Hybrid,7,6-Speed Automatic,Limited,SUV,4,White Pearl,Gray,All-wheel Drive
2024 Ford Bronco Sport Big Bend,Ford,Bronco Sport,2024,30020,oBoost,3,Gasoline,0,8-Speed Automatic,Big Bend,SUV,4,Oxford White,Ebony,Four-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,46835,16V MPFI OHV,8,Gasoline,19,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Overland,Jeep,Grand Cherokee L,2024,66360,"ar 3.6L V-6 DOHC, VVT variable valve control, regular unl",6,Gasoline,27,Automatic,Overland,SUV,4,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,26500,"4 DOHC, CVTCS variable valve control, regular unleaded, e",4,Gasoline,15,CVT,SR,SUV,4,Scarlet Ember Tintcoat,Charcoal,Front-wheel Drive
2023 Dodge Durango R/T,Dodge,Durango,2023,53995,16V MPFI OHV,8,Gasoline,12,8-Speed Automatic,R/T,SUV,4,DB Black Clearcoat,Black,All-wheel Drive
2024 Land Rover Defender P400 X-Dynamic SE,Land Rover,Defender,2024,77645,24V GDI DOHC Turbo,6,Gasoline,9,8-Speed Automatic,P400 X-Dynamic SE,SUV,2,Gondwana Stone,Ebony,Four-wheel Drive
2024 Jeep Wrangler 4xe Sahara,Jeep,Wrangler 4xe,2024,58648,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,3,8-Speed A/T,Sahara,SUV,4,Anvil Clear Coat,Black,Four-wheel Drive
2024 Chrysler Pacifica Touring-L,Chrysler,Pacifica,2024,46450,24V MPFI DOHC,6,Gasoline,42,9-Speed Automatic,Touring-L,Passenger Van,4,Bright White Clearcoat,Black,All-wheel Drive
2024 Ford Edge SEL,Ford,Edge,2024,41195,16V GDI DOHC Turbo,4,Gasoline,5,8-Speed Automatic,SEL,SUV,4,Agate Black Metallic,Ebony,All-wheel Drive
2024 Jeep Gladiator Sport,Jeep,Gladiator,2024,46791,24V MPFI DOHC,6,Gasoline,12,Automatic,Sport,Pickup Truck,4,Black Clearcoat,Black,Four-wheel Drive
2024 GMC Yukon XL SLT,GMC,Yukon XL,2024,76648,"5.3L V-8 gasoline direct injection, variable valve contr",8,Gasoline,3,Automatic,SLT,SUV,4,WHITE,,Rear-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,47165,16V MPFI OHV,8,Gasoline,31,8-Speed Automatic,Pursuit,SUV,4,White Knuckle Clearcoat,Black,All-wheel Drive
2024 Audi Q5 e 55 Prestige,Audi,Q5 e,2024,78695,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,12,7-Speed Automatic S tronic,55 Prestige,SUV,4,Silver Metallic,Black,All-wheel Drive
2024 BMW X7 M60i,BMW,X7,2024,115445,32V GDI DOHC Twin Turbo,8,Gasoline,447,8-Speed Automatic,M60i,SUV,4,Mineral White Metallic,Black,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,34182,16V GDI DOHC Turbo,4,Gasoline,0,8-Speed Automatic,Latitude,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Kia Sorento Hybrid EX,Kia,Sorento Hybrid,2024,39390,"4 gasoline direct injection, DOHC, variable valve control",4,Hybrid,10,Automatic,EX,SUV,4,Steel Gray,,Front-wheel Drive
2024 Dodge Hornet GT Plus AWD,Dodge,Hornet,2024,38546,"ne 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,73,9-Speed 948TE Automatic,GT Plus AWD,SUV,4,8 Ball,Black,All-wheel Drive
2024 Kia Seltos S,Kia,Seltos,2024,28630,16V MPFI DOHC,4,Gasoline,15,Automatic CVT,S,SUV,4,Snow White Pearl,,All-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,61865,16V MPFI OHV,8,Gasoline,0,8-Speed Automatic,Tradesman,Pickup Truck,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,26860,16V GDI DOHC Turbo,4,Gasoline,3,8-Speed Automatic,Latitude,SUV,4,Silver Zynith,Black,Four-wheel Drive
2024 Jeep Compass Latitude Lux,Jeep,Compass,2024,29826,16V GDI DOHC Turbo,4,Gasoline,6,8-Speed Automatic,Latitude Lux,SUV,4,Bright White Clearcoat,Black,Four-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,42597,16V GDI DOHC Turbo Hybrid,4,Hybrid,5,6-Speed Automatic,R/T,SUV,4,Gray,Black,All-wheel Drive
2024 Kia Niro SX Touring,Kia,Niro,2024,37135,16V GDI DOHC Hybrid,4,Hybrid,399,Automatic,SX Touring,SUV,4,Runway Red,Medium Gray,Front-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,52180,16V GDI DOHC Turbo Hybrid,4,Hybrid,10,6-Speed Automatic,R/T Plus,SUV,4,Blue Steel,Black,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Anniversary Edition,Jeep,Grand Cherokee 4xe,2024,61506,"gasoline direct injection, DOHC, intercooled turbo, premi",4,Gasoline,3,Automatic,Anniversary Edition,SUV,4,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive
2023 Buick Envision Preferred,Buick,Envision,2023,37135,16V GDI DOHC Turbo,4,Gasoline,6,9-Speed Automatic,Preferred,SUV,4,White Frost Tri-Coat,Ebony,All-wheel Drive
2024 Ford Escape ST-Line,Ford,Escape,2024,33590,der,4,Hybrid,0,CVT,ST-Line,SUV,4,Agate Black,Ebony W/Red Stitching,Front-wheel Drive
2024 Ford Escape S,Ford,Escape,2024,41765,der,4,Hybrid,0,CVT,S,SUV,4,Star White Metallic Tri-Coat,Ebony,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,50377,OHV,6,Gasoline,7,8-Speed Automatic,Limited,SUV,4,Bright White Clearcoat,,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT Trail Boss,Chevrolet,Silverado 1500,2024,65416,"5.3L V-8 gasoline direct injection, variable valve contr",8,Gasoline,5,automatic w/paddle shifters,LT Trail Boss,Pickup Truck,4,Slate Gray Metallic,Jet Black,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T Limited,Hyundai,Santa Cruz,2024,43299,16V PDI DOHC Turbo,4,Gasoline,1,8-Speed Automatic with Auto-Shift,2.5T Limited,Pickup Truck,4,Phantom Black,Dark Gray,All-wheel Drive
2023 Dodge Durango Pursuit,Dodge,Durango,2023,46835,16V MPFI OHV,8,Gasoline,5,8-Speed Automatic,Pursuit,SUV,4,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,47744,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6,Gasoline,12,Automatic,Limited,SUV,4,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive
